Country/Region,Last Update,Confirmed,Deaths,Recovered
Cabo Verde,2020-04-28,109.0,1.0,1.0
Cabo Verde,2020-04-29,114.0,1.0,2.0
Cabo Verde,2020-04-30,114.0,1.0,2.0
Cambodia,2020-01-27,1.0,0.0,0.0
Cambodia,2020-01-28,1.0,0.0,0.0
Cambodia,2020-01-29,1.0,0.0,0.0
Cambodia,2020-01-30,1.0,0.0,0.0
Cambodia,2020-01-31,12.0,0.0,0.0
Cambodia,2020-02-12,25.0,0.0,25.0
Cambodia,2020-03-08,6.0,0.0,3.0
Cambodia,2020-03-11,11.0,0.0,3.0
Cambodia,2020-03-14,21.0,0.0,3.0
Cambodia,2020-03-17,33.0,0.0,1.0
Cambodia,2020-03-18,35.0,0.0,1.0
Cambodia,2020-03-19,37.0,0.0,1.0
Cambodia,2020-03-20,51.0,0.0,1.0
Cambodia,2020-03-21,53.0,0.0,1.0
Cambodia,2020-03-22,84.0,0.0,2.0
Cambodia,2020-03-23,87.0,0.0,2.0
Cambodia,2020-03-24,91.0,0.0,4.0
Cambodia,2020-03-25,96.0,0.0,10.0
Cambodia,2020-03-26,96.0,0.0,10.0
Cambodia,2020-03-27,99.0,0.0,11.0
Cambodia,2020-03-28,99.0,0.0,13.0
Cambodia,2020-03-29,103.0,0.0,21.0
Cambodia,2020-03-30,107.0,0.0,21.0
Cambodia,2020-03-31,109.0,0.0,23.0
Cambodia,2020-04-01,109.0,0.0,25.0
Cambodia,2020-04-02,110.0,0.0,34.0
Cambodia,2020-04-03,114.0,0.0,35.0
Cambodia,2020-04-04,114.0,0.0,50.0
Cambodia,2020-04-05,114.0,0.0,50.0
Cambodia,2020-04-06,114.0,0.0,53.0
Cambodia,2020-04-07,115.0,0.0,58.0
Cambodia,2020-04-08,117.0,0.0,63.0
Cambodia,2020-04-09,119.0,0.0,62.0
Cambodia,2020-04-10,119.0,0.0,72.0
Cambodia,2020-04-11,120.0,0.0,75.0
Cambodia,2020-04-12,122.0,0.0,77.0
Cambodia,2020-04-13,122.0,0.0,77.0
Cambodia,2020-04-14,122.0,0.0,91.0
Cambodia,2020-04-15,122.0,0.0,96.0
Cambodia,2020-04-16,122.0,0.0,98.0
Cambodia,2020-04-17,122.0,0.0,98.0
Cambodia,2020-04-18,122.0,0.0,103.0
Cambodia,2020-04-19,122.0,0.0,105.0
Cambodia,2020-04-20,122.0,0.0,107.0
Cambodia,2020-04-21,122.0,0.0,110.0
Cambodia,2020-04-22,122.0,0.0,110.0
Cambodia,2020-04-24,122.0,0.0,110.0
Cambodia,2020-04-25,122.0,0.0,117.0
Cambodia,2020-04-26,122.0,0.0,117.0
Cambodia,2020-04-27,122.0,0.0,117.0
Cambodia,2020-04-28,122.0,0.0,119.0
Cambodia,2020-04-29,122.0,0.0,119.0
Cambodia,2020-04-30,122.0,0.0,119.0
Cameroon,2020-03-06,2.0,0.0,0.0
Cameroon,2020-03-08,10.0,0.0,0.0
Cameroon,2020-03-11,2.0,0.0,0.0
Cameroon,2020-03-13,4.0,0.0,0.0
Cameroon,2020-03-16,4.0,0.0,0.0
Cameroon,2020-03-17,20.0,0.0,0.0
Cameroon,2020-03-19,13.0,0.0,0.0
Cameroon,2020-03-20,20.0,0.0,0.0
Cameroon,2020-03-21,27.0,0.0,0.0
Cameroon,2020-03-22,40.0,0.0,2.0
Cameroon,2020-03-23,56.0,0.0,2.0
Cameroon,2020-03-24,66.0,0.0,2.0
Cameroon,2020-03-25,75.0,1.0,2.0
Cameroon,2020-03-26,75.0,1.0,2.0
Cameroon,2020-03-27,91.0,2.0,2.0
Cameroon,2020-03-28,91.0,2.0,2.0
Cameroon,2020-03-29,139.0,6.0,5.0
Cameroon,2020-03-30,139.0,6.0,5.0
Cameroon,2020-03-31,193.0,6.0,5.0
Cameroon,2020-04-01,233.0,6.0,10.0
Cameroon,2020-04-02,306.0,7.0,10.0
Cameroon,2020-04-03,509.0,8.0,17.0
Cameroon,2020-04-04,555.0,9.0,17.0
Cameroon,2020-04-05,650.0,9.0,17.0
Cameroon,2020-04-06,658.0,9.0,17.0
Cameroon,2020-04-07,658.0,9.0,43.0
Cameroon,2020-04-08,730.0,10.0,60.0
Cameroon,2020-04-09,730.0,10.0,60.0
Cameroon,2020-04-10,820.0,12.0,98.0
Cameroon,2020-04-11,820.0,12.0,98.0
Cameroon,2020-04-12,820.0,12.0,98.0
Cameroon,2020-04-13,820.0,12.0,98.0
Cameroon,2020-04-14,848.0,14.0,130.0
Cameroon,2020-04-15,848.0,17.0,165.0
Cameroon,2020-04-16,996.0,22.0,164.0
Cameroon,2020-04-17,996.0,22.0,164.0
Cameroon,2020-04-18,1017.0,22.0,177.0
Cameroon,2020-04-19,1017.0,42.0,305.0
Cameroon,2020-04-20,1163.0,42.0,305.0
Cameroon,2020-04-21,1163.0,43.0,329.0
Cameroon,2020-04-22,1163.0,43.0,397.0
Cameroon,2020-04-24,1334.0,43.0,668.0
Cameroon,2020-04-25,1430.0,43.0,668.0
Cameroon,2020-04-26,1518.0,53.0,697.0
Cameroon,2020-04-27,1621.0,56.0,786.0
Cameroon,2020-04-28,1705.0,58.0,805.0
Cameroon,2020-04-29,1705.0,58.0,915.0
Cameroon,2020-04-30,1832.0,61.0,934.0
Canada,2020-01-26,1.0,0.0,0.0
Canada,2020-01-27,1.0,0.0,0.0
Canada,2020-01-28,2.0,0.0,0.0
Canada,2020-01-29,2.0,0.0,0.0
Canada,2020-01-30,3.0,0.0,0.0
Canada,2020-01-31,3.0,0.0,0.0
Canada,2020-02-01,13.0,0.0,0.0
Canada,2020-02-04,42.0,0.0,0.0
Canada,2020-02-05,4.0,0.0,0.0
Canada,2020-02-07,40.0,0.0,0.0
Canada,2020-02-12,26.0,0.0,26.0
Canada,2020-02-17,20.0,0.0,0.0
Canada,2020-02-21,30.0,0.0,6.0
Canada,2020-02-24,9.0,0.0,6.0
Canada,2020-02-25,14.0,0.0,0.0
Canada,2020-02-27,24.0,0.0,10.0
Canada,2020-02-28,6.0,0.0,0.0
Canada,2020-02-29,34.0,0.0,11.0
Canada,2020-03-01,14.0,0.0,2.0
Canada,2020-03-02,17.0,0.0,2.0
Canada,2020-03-03,47.0,0.0,7.0
Canada,2020-03-04,12.0,0.0,3.0
Canada,2020-03-05,38.0,0.0,5.0
Canada,2020-03-06,48.0,0.0,5.0
Canada,2020-03-07,52.0,0.0,7.0
Canada,2020-03-08,62.0,0.0,7.0
Canada,2020-03-09,115.0,2.0,12.0
Canada,2020-03-10,40.0,0.0,4.0
Canada,2020-03-11,322.0,2.0,16.0
Canada,2020-03-12,97.0,1.0,8.0
Canada,2020-03-13,17.0,0.0,0.0
Canada,2020-03-14,184.0,1.0,8.0
Canada,2020-03-15,248.0,1.0,8.0
Canada,2020-03-16,523.0,8.0,13.0
Canada,2020-03-17,373.0,1.0,5.0
Canada,2020-03-18,684.0,8.0,9.0
Canada,2020-03-19,798.0,9.0,9.0
Canada,2020-03-20,923.0,12.0,9.0
Canada,2020-03-21,1266.0,19.0,10.0
Canada,2020-03-22,1470.0,21.0,0.0
Canada,2020-03-23,2088.0,25.0,0.0
Canada,2020-03-24,2790.0,26.0,110.0
Canada,2020-03-25,3251.0,30.0,183.0
Canada,2020-03-26,4042.0,38.0,184.0
Canada,2020-03-27,4682.0,54.0,256.0
Canada,2020-03-28,5576.0,61.0,466.0
Canada,2020-03-29,6280.0,64.0,466.0
Canada,2020-03-30,7398.0,80.0,466.0
Canada,2020-03-31,8527.0,101.0,1592.0
Canada,2020-04-01,9560.0,109.0,1324.0
Canada,2020-04-02,11284.0,139.0,1735.0
Canada,2020-04-03,12437.0,179.0,2175.0
Canada,2020-04-04,12978.0,218.0,2577.0
Canada,2020-04-05,15756.0,259.0,3012.0
Canada,2020-04-06,16563.0,339.0,3256.0
Canada,2020-04-07,17872.0,375.0,3791.0
Canada,2020-04-08,19141.0,407.0,4154.0
Canada,2020-04-09,20654.0,503.0,5162.0
Canada,2020-04-10,22059.0,557.0,5855.0
Canada,2020-04-11,23316.0,654.0,6589.0
Canada,2020-04-12,24299.0,713.0,7123.0
Canada,2020-04-13,25680.0,780.0,7758.0
Canada,2020-04-14,27035.0,900.0,8210.0
Canada,2020-04-15,28209.0,1007.0,8966.0
Canada,2020-04-16,30809.0,1258.0,9698.0
Canada,2020-04-17,32814.0,1355.0,10545.0
Canada,2020-04-18,34356.0,1400.0,10964.0
Canada,2020-04-19,35633.0,1564.0,11847.0
Canada,2020-04-20,37658.0,1726.0,12543.0
Canada,2020-04-21,39402.0,1909.0,13188.0
Canada,2020-04-22,41650.0,2077.0,14454.0
Canada,2020-04-24,43286.0,2241.0,14761.0
Canada,2020-04-25,44056.0,2386.0,15149.0
Canada,2020-04-26,45493.0,2549.0,16013.0
Canada,2020-04-27,47147.0,2663.0,16883.0
Canada,2020-04-28,49616.0,2841.0,18268.0
Canada,2020-04-29,51150.0,2983.0,19231.0
Canada,2020-04-30,52865.0,3155.0,20327.0
Cape Verde,2020-03-21,1.0,0.0,0.0
Cayman Islands,2020-03-11,1.0,0.0,0.0
Cayman Islands,2020-03-13,2.0,0.0,0.0
Central African Republic,2020-03-15,1.0,0.0,0.0
Central African Republic,2020-03-16,4.0,0.0,0.0
Central African Republic,2020-03-20,6.0,0.0,0.0
Central African Republic,2020-03-22,3.0,0.0,0.0
Central African Republic,2020-03-23,3.0,0.0,0.0
Central African Republic,2020-03-24,3.0,0.0,0.0
Central African Republic,2020-03-25,3.0,0.0,0.0
Central African Republic,2020-03-26,3.0,0.0,0.0
Central African Republic,2020-03-27,3.0,0.0,0.0
Central African Republic,2020-03-28,3.0,0.0,0.0
Central African Republic,2020-03-29,3.0,0.0,0.0
Central African Republic,2020-03-30,3.0,0.0,0.0
Central African Republic,2020-03-31,3.0,0.0,0.0
Central African Republic,2020-04-01,3.0,0.0,0.0
Central African Republic,2020-04-02,3.0,0.0,0.0
Central African Republic,2020-04-03,8.0,0.0,0.0
Central African Republic,2020-04-04,8.0,0.0,0.0
Central African Republic,2020-04-05,8.0,0.0,0.0
Central African Republic,2020-04-06,8.0,0.0,0.0
Central African Republic,2020-04-07,8.0,0.0,0.0
Central African Republic,2020-04-08,8.0,0.0,0.0
Central African Republic,2020-04-09,8.0,0.0,0.0
Central African Republic,2020-04-10,8.0,0.0,0.0
Central African Republic,2020-04-11,8.0,0.0,0.0
Central African Republic,2020-04-12,8.0,0.0,0.0
Central African Republic,2020-04-13,11.0,0.0,3.0
Central African Republic,2020-04-14,11.0,0.0,4.0
Central African Republic,2020-04-15,12.0,0.0,4.0
Central African Republic,2020-04-16,12.0,0.0,4.0
Central African Republic,2020-04-17,12.0,0.0,4.0
Central African Republic,2020-04-18,12.0,0.0,4.0
Central African Republic,2020-04-19,12.0,0.0,4.0
Central African Republic,2020-04-20,12.0,0.0,4.0
Central African Republic,2020-04-21,14.0,0.0,10.0
Central African Republic,2020-04-22,14.0,0.0,10.0
Central African Republic,2020-04-24,16.0,0.0,10.0
Central African Republic,2020-04-25,16.0,0.0,10.0
Central African Republic,2020-04-26,16.0,0.0,10.0
Central African Republic,2020-04-27,19.0,0.0,10.0
Central African Republic,2020-04-28,19.0,0.0,10.0
Central African Republic,2020-04-29,50.0,0.0,10.0
Central African Republic,2020-04-30,50.0,0.0,10.0
Chad,2020-03-19,2.0,0.0,0.0
Chad,2020-03-21,1.0,0.0,0.0
Chad,2020-03-22,1.0,0.0,0.0
Chad,2020-03-23,1.0,0.0,0.0
Chad,2020-03-24,3.0,0.0,0.0
Chad,2020-03-25,3.0,0.0,0.0
Chad,2020-03-26,3.0,0.0,0.0
Chad,2020-03-27,3.0,0.0,0.0
Chad,2020-03-28,3.0,0.0,0.0
Chad,2020-03-29,3.0,0.0,0.0
Chad,2020-03-30,5.0,0.0,0.0
Chad,2020-03-31,7.0,0.0,0.0
Chad,2020-04-01,7.0,0.0,0.0
Chad,2020-04-02,8.0,0.0,0.0
Chad,2020-04-03,8.0,0.0,0.0
Chad,2020-04-04,9.0,0.0,0.0
Chad,2020-04-05,9.0,0.0,0.0
Chad,2020-04-06,9.0,0.0,0.0
Chad,2020-04-07,10.0,0.0,2.0
Chad,2020-04-08,10.0,0.0,2.0
Chad,2020-04-09,11.0,0.0,2.0
Chad,2020-04-10,11.0,0.0,2.0
Chad,2020-04-11,11.0,0.0,2.0
Chad,2020-04-12,18.0,0.0,2.0
Chad,2020-04-13,23.0,0.0,2.0
Chad,2020-04-14,23.0,0.0,2.0
Chad,2020-04-15,23.0,0.0,2.0
Chad,2020-04-16,27.0,0.0,5.0
Chad,2020-04-17,27.0,0.0,5.0
Chad,2020-04-18,33.0,0.0,8.0
Chad,2020-04-19,33.0,0.0,8.0
Chad,2020-04-20,33.0,0.0,8.0
Chad,2020-04-21,33.0,0.0,8.0
Chad,2020-04-22,33.0,0.0,8.0
Chad,2020-04-24,33.0,0.0,8.0
Chad,2020-04-25,40.0,0.0,8.0
Chad,2020-04-26,46.0,0.0,15.0
Chad,2020-04-27,46.0,0.0,15.0
Chad,2020-04-28,46.0,0.0,15.0
Chad,2020-04-29,52.0,2.0,19.0
Chad,2020-04-30,52.0,2.0,19.0
Channel Islands,2020-03-10,1.0,0.0,0.0
Chile,2020-03-03,1.0,0.0,0.0
Chile,2020-03-04,1.0,0.0,0.0
Chile,2020-03-05,12.0,0.0,0.0
Chile,2020-03-08,16.0,0.0,0.0
Chile,2020-03-10,13.0,0.0,0.0
Chile,2020-03-11,89.0,0.0,0.0
Chile,2020-03-14,135.0,0.0,0.0
Chile,2020-03-16,155.0,0.0,0.0
Chile,2020-03-17,201.0,0.0,0.0
Chile,2020-03-18,476.0,0.0,0.0
Chile,2020-03-20,434.0,0.0,6.0
Chile,2020-03-21,537.0,0.0,6.0
Chile,2020-03-22,632.0,1.0,8.0
Chile,2020-03-23,746.0,2.0,11.0
Chile,2020-03-24,922.0,2.0,17.0
Chile,2020-03-25,1142.0,3.0,22.0
Chile,2020-03-26,1306.0,4.0,22.0
Chile,2020-03-27,1610.0,5.0,43.0
Chile,2020-03-28,1909.0,6.0,61.0
Chile,2020-03-29,2139.0,7.0,75.0
Chile,2020-03-30,2449.0,8.0,156.0
Chile,2020-03-31,2738.0,12.0,156.0
Chile,2020-04-01,3031.0,16.0,234.0
Chile,2020-04-02,3404.0,18.0,335.0
Chile,2020-04-03,3737.0,22.0,427.0
Chile,2020-04-04,4161.0,27.0,528.0
Chile,2020-04-05,4471.0,34.0,618.0
Chile,2020-04-06,4815.0,37.0,728.0
Chile,2020-04-07,5116.0,43.0,898.0
Chile,2020-04-08,5546.0,48.0,1115.0
Chile,2020-04-09,5972.0,57.0,1274.0
Chile,2020-04-10,6501.0,65.0,1571.0
Chile,2020-04-11,6927.0,73.0,1864.0
Chile,2020-04-12,7213.0,80.0,2059.0
Chile,2020-04-13,7525.0,82.0,2367.0
Chile,2020-04-14,7917.0,92.0,2646.0
Chile,2020-04-15,8273.0,94.0,2937.0
Chile,2020-04-16,8807.0,105.0,3299.0
Chile,2020-04-17,9252.0,116.0,3621.0
Chile,2020-04-18,9730.0,126.0,4035.0
Chile,2020-04-19,10088.0,133.0,4338.0
Chile,2020-04-20,10507.0,139.0,4676.0
Chile,2020-04-21,10832.0,147.0,4969.0
Chile,2020-04-22,11296.0,160.0,5386.0
Chile,2020-04-24,11812.0,168.0,5804.0
Chile,2020-04-25,12306.0,174.0,6327.0
Chile,2020-04-26,12858.0,181.0,6746.0
Chile,2020-04-27,13331.0,189.0,7024.0
Chile,2020-04-28,13813.0,198.0,7327.0
Chile,2020-04-29,14365.0,207.0,7710.0
Chile,2020-04-30,14885.0,216.0,8057.0
China,2020-02-23,703.0,0.0,703.0
China,2020-03-08,20632.0,219.0,20413.0
China,2020-03-11,97650.0,3313.0,78158.0
China,2020-03-12,89362.0,3179.0,71301.0
China,2020-03-13,80328.0,3185.0,63594.0
China,2020-03-14,106616.0,3423.0,91048.0
China,2020-03-15,82182.0,3188.0,68139.0
China,2020-03-16,80485.0,3227.0,67388.0
China,2020-03-17,75930.0,3174.0,63750.0
China,2020-03-18,77138.0,3237.0,65856.0
China,2020-03-19,74275.0,3194.0,63715.0
China,2020-03-20,78189.0,3232.0,68205.0
China,2020-03-21,74098.0,3185.0,64731.0
China,2020-03-22,77772.0,3221.0,68769.0
China,2020-03-23,90091.0,3359.0,81315.0
China,2020-03-24,81010.0,3438.0,72532.0
China,2020-03-25,76062.0,3214.0,68245.0
China,2020-03-26,82309.0,3370.0,74558.0
China,2020-03-27,77596.0,3236.0,70482.0
China,2020-03-28,74444.0,3235.0,67634.0
China,2020-03-29,101725.0,3563.0,94805.0
China,2020-03-30,86520.0,3254.0,80288.0
China,2020-03-31,78143.0,3238.0,72076.0
China,2020-04-01,74562.0,3256.0,68535.0
China,2020-04-02,99533.0,3384.0,93689.0
China,2020-04-03,77177.0,3272.0,71511.0
China,2020-04-04,76202.0,3279.0,70708.0
China,2020-04-05,79385.0,3275.0,73998.0
China,2020-04-06,84323.0,3417.0,78964.0
China,2020-04-07,77852.0,3295.0,72597.0
China,2020-04-08,75876.0,3273.0,70613.0
China,2020-04-09,94121.0,3409.0,88870.0
China,2020-04-10,91122.0,3283.0,86158.0
China,2020-04-11,79615.0,3306.0,74469.0
China,2020-04-12,78612.0,3314.0,73471.0
China,2020-04-13,76947.0,3283.0,71770.0
China,2020-04-14,94917.0,3603.0,89730.0
China,2020-04-15,80542.0,3298.0,75442.0
China,2020-04-16,77816.0,3309.0,72685.0
China,2020-04-17,83258.0,4618.0,76906.0
China,2020-04-18,86600.0,4615.0,80624.0
China,2020-04-19,79210.0,4598.0,73268.0
China,2020-04-20,77495.0,4601.0,71468.0
China,2020-04-21,76303.0,4560.0,70222.0
China,2020-04-22,78016.0,4578.0,72196.0
China,2020-04-23,1511.0,7.0,1074.0
China,2020-04-24,89022.0,4627.0,83326.0
China,2020-04-25,80499.0,4628.0,74575.0
China,2020-04-26,74453.0,4558.0,69077.0
China,2020-04-27,144751.0,9080.0,134567.0
China,2020-04-28,5427.0,39.0,4816.0
China,2020-04-29,83940.0,4637.0,78422.0
China,2020-04-30,83944.0,4637.0,78474.0
Colombia,2020-01-23,0.0,0.0,0.0
Colombia,2020-03-06,1.0,0.0,0.0
Colombia,2020-03-07,3.0,0.0,0.0
Colombia,2020-03-10,3.0,0.0,0.0
Colombia,2020-03-11,31.0,0.0,0.0
Colombia,2020-03-14,22.0,0.0,0.0
Colombia,2020-03-15,34.0,0.0,0.0
Colombia,2020-03-16,54.0,0.0,0.0
Colombia,2020-03-17,65.0,0.0,1.0
Colombia,2020-03-18,93.0,0.0,1.0
Colombia,2020-03-19,102.0,0.0,1.0
Colombia,2020-03-20,128.0,0.0,1.0
Colombia,2020-03-21,196.0,0.0,1.0
Colombia,2020-03-22,231.0,2.0,3.0
Colombia,2020-03-23,277.0,3.0,3.0
Colombia,2020-03-24,378.0,3.0,6.0
Colombia,2020-03-25,470.0,4.0,8.0
Colombia,2020-03-26,491.0,6.0,8.0
Colombia,2020-03-27,539.0,6.0,10.0
Colombia,2020-03-28,608.0,6.0,10.0
Colombia,2020-03-29,702.0,10.0,10.0
Colombia,2020-03-30,798.0,12.0,15.0
Colombia,2020-03-31,906.0,16.0,31.0
Colombia,2020-04-01,1065.0,17.0,39.0
Colombia,2020-04-02,1161.0,19.0,55.0
Colombia,2020-04-03,1267.0,25.0,55.0
Colombia,2020-04-04,1406.0,32.0,85.0
Colombia,2020-04-05,1485.0,35.0,88.0
Colombia,2020-04-06,1579.0,46.0,88.0
Colombia,2020-04-07,1780.0,50.0,100.0
Colombia,2020-04-08,2054.0,54.0,123.0
Colombia,2020-04-09,2223.0,69.0,174.0
Colombia,2020-04-10,2473.0,80.0,197.0
Colombia,2020-04-11,2709.0,100.0,214.0
Colombia,2020-04-12,2776.0,109.0,270.0
Colombia,2020-04-13,2852.0,112.0,319.0
Colombia,2020-04-14,2979.0,127.0,354.0
Colombia,2020-04-15,3105.0,131.0,452.0
Colombia,2020-04-16,3233.0,144.0,550.0
Colombia,2020-04-17,3439.0,153.0,634.0
Colombia,2020-04-18,3439.0,153.0,634.0
Colombia,2020-04-19,3792.0,179.0,711.0
Colombia,2020-04-20,3977.0,189.0,804.0
Colombia,2020-04-21,4149.0,196.0,804.0
Colombia,2020-04-22,4356.0,206.0,870.0
Colombia,2020-04-24,4561.0,215.0,927.0
Colombia,2020-04-25,4881.0,225.0,1003.0
Colombia,2020-04-26,5142.0,233.0,1067.0
Colombia,2020-04-27,5379.0,244.0,1133.0
Colombia,2020-04-28,5597.0,253.0,1210.0
Colombia,2020-04-29,5949.0,269.0,1268.0
Colombia,2020-04-30,6207.0,278.0,1411.0
Congo (Brazzaville),2020-03-15,1.0,0.0,0.0
Congo (Brazzaville),2020-03-16,3.0,0.0,0.0
Congo (Brazzaville),2020-03-19,9.0,0.0,0.0
Congo (Brazzaville),2020-03-22,3.0,0.0,0.0
Congo (Brazzaville),2020-03-23,4.0,0.0,0.0
Congo (Brazzaville),2020-03-24,4.0,0.0,0.0
Congo (Brazzaville),2020-03-25,4.0,0.0,0.0
Congo (Brazzaville),2020-03-26,4.0,0.0,0.0
Congo (Brazzaville),2020-03-27,4.0,0.0,0.0
Congo (Brazzaville),2020-03-28,4.0,0.0,0.0
Congo (Brazzaville),2020-03-29,19.0,0.0,0.0
Congo (Brazzaville),2020-03-30,19.0,0.0,0.0
Congo (Brazzaville),2020-03-31,19.0,0.0,0.0
Congo (Brazzaville),2020-04-01,19.0,0.0,0.0
Congo (Brazzaville),2020-04-02,22.0,2.0,2.0
Congo (Brazzaville),2020-04-03,22.0,2.0,2.0
Congo (Brazzaville),2020-04-04,22.0,2.0,2.0
Congo (Brazzaville),2020-04-05,45.0,5.0,2.0
Congo (Brazzaville),2020-04-06,45.0,5.0,2.0
Congo (Brazzaville),2020-04-07,45.0,5.0,2.0
Congo (Brazzaville),2020-04-08,45.0,5.0,2.0
Congo (Brazzaville),2020-04-09,60.0,5.0,5.0
Congo (Brazzaville),2020-04-10,60.0,5.0,5.0
Congo (Brazzaville),2020-04-11,60.0,5.0,5.0
Congo (Brazzaville),2020-04-12,60.0,5.0,5.0
Congo (Brazzaville),2020-04-13,60.0,5.0,5.0
Congo (Brazzaville),2020-04-14,60.0,5.0,5.0
Congo (Brazzaville),2020-04-15,117.0,5.0,11.0
Congo (Brazzaville),2020-04-16,117.0,5.0,11.0
Congo (Brazzaville),2020-04-17,143.0,6.0,11.0
Congo (Brazzaville),2020-04-18,143.0,6.0,11.0
Congo (Brazzaville),2020-04-19,143.0,6.0,11.0
Congo (Brazzaville),2020-04-20,160.0,6.0,16.0
Congo (Brazzaville),2020-04-21,165.0,6.0,16.0
Congo (Brazzaville),2020-04-22,186.0,6.0,16.0
Congo (Brazzaville),2020-04-24,186.0,6.0,16.0
Congo (Brazzaville),2020-04-25,200.0,6.0,19.0
Congo (Brazzaville),2020-04-26,200.0,6.0,19.0
Congo (Brazzaville),2020-04-27,200.0,6.0,19.0
Congo (Brazzaville),2020-04-28,200.0,6.0,19.0
Congo (Brazzaville),2020-04-29,207.0,8.0,19.0
Congo (Brazzaville),2020-04-30,207.0,8.0,19.0
Congo (Kinshasa),2020-03-11,4.0,0.0,0.0
Congo (Kinshasa),2020-03-13,6.0,0.0,0.0
Congo (Kinshasa),2020-03-17,3.0,0.0,0.0
Congo (Kinshasa),2020-03-18,4.0,0.0,0.0
Congo (Kinshasa),2020-03-19,14.0,0.0,0.0
Congo (Kinshasa),2020-03-20,18.0,0.0,0.0
Congo (Kinshasa),2020-03-21,23.0,1.0,0.0
Congo (Kinshasa),2020-03-22,30.0,1.0,0.0
Congo (Kinshasa),2020-03-23,36.0,1.0,0.0
Congo (Kinshasa),2020-03-24,45.0,2.0,0.0
Congo (Kinshasa),2020-03-25,48.0,2.0,0.0
Congo (Kinshasa),2020-03-26,51.0,3.0,0.0
Congo (Kinshasa),2020-03-27,51.0,3.0,2.0
Congo (Kinshasa),2020-03-28,65.0,6.0,2.0
Congo (Kinshasa),2020-03-29,65.0,6.0,2.0
Congo (Kinshasa),2020-03-30,81.0,8.0,2.0
Congo (Kinshasa),2020-03-31,98.0,8.0,2.0
Congo (Kinshasa),2020-04-01,109.0,9.0,3.0
Congo (Kinshasa),2020-04-02,134.0,13.0,3.0
Congo (Kinshasa),2020-04-03,134.0,13.0,3.0
Congo (Kinshasa),2020-04-04,154.0,18.0,3.0
Congo (Kinshasa),2020-04-05,154.0,18.0,3.0
Congo (Kinshasa),2020-04-06,161.0,18.0,5.0
Congo (Kinshasa),2020-04-07,180.0,18.0,9.0
Congo (Kinshasa),2020-04-08,180.0,18.0,9.0
Congo (Kinshasa),2020-04-09,180.0,18.0,9.0
Congo (Kinshasa),2020-04-10,215.0,20.0,13.0
Congo (Kinshasa),2020-04-11,223.0,20.0,16.0
Congo (Kinshasa),2020-04-12,234.0,20.0,16.0
Congo (Kinshasa),2020-04-13,235.0,20.0,17.0
Congo (Kinshasa),2020-04-14,241.0,20.0,20.0
Congo (Kinshasa),2020-04-15,254.0,21.0,21.0
Congo (Kinshasa),2020-04-16,267.0,22.0,23.0
Congo (Kinshasa),2020-04-17,287.0,23.0,25.0
Congo (Kinshasa),2020-04-18,307.0,25.0,26.0
Congo (Kinshasa),2020-04-19,327.0,25.0,26.0
Congo (Kinshasa),2020-04-20,332.0,25.0,27.0
Congo (Kinshasa),2020-04-21,350.0,25.0,35.0
Congo (Kinshasa),2020-04-22,359.0,25.0,45.0
Congo (Kinshasa),2020-04-24,377.0,25.0,47.0
Congo (Kinshasa),2020-04-25,394.0,25.0,48.0
Congo (Kinshasa),2020-04-26,416.0,28.0,49.0
Congo (Kinshasa),2020-04-27,442.0,28.0,50.0
Congo (Kinshasa),2020-04-28,459.0,28.0,50.0
Congo (Kinshasa),2020-04-29,471.0,30.0,56.0
Congo (Kinshasa),2020-04-30,491.0,30.0,59.0
Costa Rica,2020-03-06,1.0,0.0,0.0
Costa Rica,2020-03-07,1.0,0.0,0.0
Costa Rica,2020-03-08,5.0,0.0,0.0
Costa Rica,2020-03-09,18.0,0.0,0.0
Costa Rica,2020-03-11,36.0,0.0,0.0
Costa Rica,2020-03-12,22.0,0.0,0.0
Costa Rica,2020-03-14,26.0,0.0,0.0
Costa Rica,2020-03-15,27.0,0.0,0.0
Costa Rica,2020-03-16,35.0,0.0,0.0
Costa Rica,2020-03-17,41.0,0.0,0.0
Costa Rica,2020-03-18,50.0,0.0,0.0
Costa Rica,2020-03-19,69.0,1.0,0.0
Costa Rica,2020-03-20,89.0,1.0,0.0
Costa Rica,2020-03-21,117.0,2.0,2.0
Costa Rica,2020-03-22,134.0,2.0,2.0
Costa Rica,2020-03-23,158.0,2.0,2.0
Costa Rica,2020-03-24,177.0,2.0,2.0
Costa Rica,2020-03-25,201.0,2.0,2.0
Costa Rica,2020-03-26,231.0,2.0,2.0
Costa Rica,2020-03-27,263.0,2.0,3.0
Costa Rica,2020-03-28,295.0,2.0,3.0
Costa Rica,2020-03-29,314.0,2.0,3.0
Costa Rica,2020-03-30,330.0,2.0,4.0
Costa Rica,2020-03-31,347.0,2.0,4.0
Costa Rica,2020-04-01,375.0,2.0,4.0
Costa Rica,2020-04-02,396.0,2.0,6.0
Costa Rica,2020-04-03,416.0,2.0,11.0
Costa Rica,2020-04-04,435.0,2.0,13.0
Costa Rica,2020-04-05,454.0,2.0,16.0
Costa Rica,2020-04-06,467.0,2.0,18.0
Costa Rica,2020-04-07,483.0,2.0,24.0
Costa Rica,2020-04-08,502.0,3.0,29.0
Costa Rica,2020-04-09,539.0,3.0,30.0
Costa Rica,2020-04-10,558.0,3.0,42.0
Costa Rica,2020-04-11,577.0,3.0,49.0
